519.8,490.8,506.2,487.5,491,505.1,480.8,485.8,496.7,512,539.4,621.9,866.7,1479.5,2701.9,5165.3,10564.2,20813.3,41667,86355.8
506,431.7,420.3,401.8,395.8,397.2,400.4,398.2,406.5,409.4,439.4,493.6,577.6,1058.2,2051.9,4053.6,8435.5,16694.1,33136.4,66027.6
373.6,392.5,379.1,380.3,383.3,369.2,378.2,386.6,415,466.2,596.4,851.2,1346,2398.7,4567.2,8834.6,17177.5,34485.3,68575.1,135634.5
363.6,340.1,336.5,326.2,331.1,344.7,328.2,356,400.8,491.9,674.5,1063.9,2048.1,4045,8407.2,16595.5,32951.1,65659.3,131070.8,261813.3
249.6,230.9,223.7,227.1,239.1,242.1,288.7,351.1,493.8,764.2,1326,2447.9,4694.5,9527.5,18631.3,37073.4,73725.3,147774,295689.2,591387.8
150.8,114.9,99.6,113.2,115.2,157.9,222.4,338.9,580.8,1081.7,2083.6,4078.1,8373.9,16611.3,32900.6,65607.2,131073.1,261997.6,524120.5,1048005
15.9,16.2,24.2,40.7,71.1,133.2,260.1,505.5,1001.8,1995.7,3991.5,8225.3,16429.6,32779.7,65473.4,130904.5,261793.4,523327.8,1046612.5,2093219.5
