5017.3,4120.6,4134.5,4139.7,4133.4,4207.1,4295,4380.8,3797.3,3869.4,3879.2,3954.6,4176.2,4358.4,4875.6,6002.2,11015.3,18179.5,28804.4,51040.8,,,,
2492.2,1969.4,1960.3,1979.4,2004.7,2053.5,2052.2,1802.2,1849.9,1871.3,1960.3,2146.8,2547.1,3043.2,4011.5,6190.3,11959.6,20392.8,36779.1,69907.2,,,,
1116,904.9,916.5,914.2,923.4,962.8,835.8,863.9,874.4,941.3,1071.9,1303,1790.8,2841.5,5309.8,9858.8,18248,34668.4,67509.1,133351.6,,,,
419.9,341,347.6,362.8,374.3,311.4,339.4,362.4,441.2,594,903.6,1526,2518.2,4530.3,9116.7,17351,33651.3,66384.1,131805,262641.7,,,,
156.3,128.6,144.8,139.3,113.8,157,168.8,215.9,337.6,588.6,1091.9,2083.4,4084.7,8513.1,16704.7,33036.9,65767.6,131166.7,262075.7,523878.6,,,,
27.3,33.4,52.1,56.2,78.3,98.6,168,291,543.8,1039.7,2023.2,4023.2,8359.8,16550.8,32919,65624.2,131059.9,261900.7,523695.7,1047104.7,,,,
11.7,14,24.1,40,70.8,132.7,256.8,504.7,1001,1993.2,3988.9,8223.2,16429.4,32784.2,65508.6,130925.9,261781.8,523428.6,1046796.9,2093574.8,,,,
