44.6,89.7,134.5,179.8,225.2,272.1,321.2,374.2,443.6,531,657,847.1,1169.1,1743,2823.9,4925.7,9310.2,19009.9,39757.1,82435.3
43.2,83.4,123.8,164.8,207.2,251.7,301.4,367.5,449.8,572.6,759.2,1077.5,1642.4,2718.1,4814.7,9103.4,17723.8,35143.2,69907.8,139534.3
61.3,120.5,180.2,241.2,305,374.9,458,557.7,709.2,926.4,1284,1892,3026.8,5190,9652.4,18368.3,35531,69585.9,137333,272556.4
37.5,71.8,107.7,146.5,188,244.9,325.3,448.6,636.7,961.4,1537.9,2616.5,4703.3,8823.1,17325.3,34149.8,67550.5,134179.9,267132.7,532695.3
31.1,63.9,96.6,138.4,192.8,264,372.9,551.7,855.2,1413.4,2479.5,4562.4,8687.2,17179.7,33985.4,67426.3,134002.1,266938.6,532541.6,1063682.7
23.8,51.2,86.7,131,199.2,298.2,463,755.4,1302.9,2361.2,4437.8,8557.9,17029.2,33817.8,67176.8,133750.6,266675.4,532221.9,1063119.7,2124667.9
10.3,24.3,48.4,88.7,160.8,296.6,558.3,1072.5,2090.2,4117.2,8166.8,16508.1,33159.5,66396.6,132800.2,265540.8,530936.3,1061678.4,2123065.6,4245713.5
